"author","body","bodyExtracted","bodyHtml","clusterAggregate","country","description","entities","entities/locations/0","entities/locations/1","googleNewsUrl","guid","imageUrl","keywords/0","keywords/1","keywords/2","keywords/3","keywords/4","keywords/5","keywords/6","keywords/7","keywords/8","keywords/9","keywords/10","keywords/11","keywords/12","keywords/13","keywords/14","keywords/15","keywords/16","keywords/17","keywords/18","keywords/19","keywords/20","keywords/21","keywords/22","keywords/23","keywords/24","keywords/25","language","publishedAt","publishedAtRaw","publishedTimestamp","publisher","publisherDomain","publisherUrl","rowType","scrapedAt","section","sourceInput","sourceKind","sourceRssUrl","title","wordCount"
"The Hindu Bureau","Iraiyanbu, 26 | Photo Credit: Special Arrangement A 26-year-old man was killed after a car belonging to Tamilaga Vettri Kazhagam (TVK) Minister Jagadeshwari K. hit the two-wheeler he was riding, at Kattankulathur near Chennai in the early hours of Monday (September 7, 2026).The deceased has been identified as Iraiyanbu. He was riding a motorbike when the accident occurred at the Kattankulathur junction. Rajapalayam MLA and Minister K. Jagadeshwari | Photo Credit: B. Jothi Ramalingam The Minister, who holds the Social Welfare and Women Empowerment portfolio and hails from Virudhunagar, was on her way to Chennai to attend the Assembly session. She was travelling in a government vehicle, followed by an escort vehicle and her personal car. The Minister’s personal car allegedly hit the two-wheeler, killing the youth on the spot.The Maraimalai Nagar Traffic Investigation Wing police seized the car and launched an investigation. The vehicle is registered in the name of Minister Jagadeshwari, said police sources.Driver arrestedThe police arrested Chinna Agni of Madurai, who was driving Ms. Jagadeshwari’s car at the time of the accident.A case has been registered under Sections 281 and 106(1) of the Bharatiya Nyaya Sanhita (BNS) for rash and negligent driving and causing death by negligence, respectively. Published - September 07, 2026 10:56 am IST","true","<div id=""readability-page-1"" class=""page""><div><div><picture><!--[if IE 9]><video style=""display: none;""><![endif]--><source media=""(min-width: 1600px)"" sizes=""960px"" srcset=""https://th-i.thgim.com/public/news/national/tamil-nadu/o8dhbf/article71437516.ece/alternates/FREE_1200/WhatsApp%20Image%202026-09-07%20at%2010.18.26.jpeg""><source media=""(min-width: 768px) and (max-width: 1599px)"" sizes=""640px"" srcset=""https://th-i.thgim.com/public/news/national/tamil-nadu/o8dhbf/article71437516.ece/alternates/FREE_1200/WhatsApp%20Image%202026-09-07%20at%2010.18.26.jpeg""><source media=""(min-width: 321px) and (max-width: 767px)"" sizes=""400px"" srcset=""https://th-i.thgim.com/public/news/national/tamil-nadu/o8dhbf/article71437516.ece/alternates/FREE_1200/WhatsApp%20Image%202026-09-07%20at%2010.18.26.jpeg""><source media=""(max-width: 320px)"" sizes=""320px"" srcset=""https://th-i.thgim.com/public/news/national/tamil-nadu/o8dhbf/article71437516.ece/alternates/FREE_1200/WhatsApp%20Image%202026-09-07%20at%2010.18.26.jpeg""><!--[if IE 9]></video><![endif]--><img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" alt=""Iraiyanbu, 26"" title=""Iraiyanbu, 26"" data-original=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" fetchpriority=""high""></picture></div><p>
                    Iraiyanbu, 26
                                          | Photo Credit: Special Arrangement
                                      </p></div><div id=""content-body-71437382""><div id=""schemaDiv"" itemprop=""articleBody""><p>A 26-year-old man was killed after a car belonging to <a href=""https://www.thehindu.com/topic/tamilaga-vettri-kazhagam/"" target=""_self"">Tamilaga Vettri Kazhagam</a> (TVK) Minister Jagadeshwari K. hit the two-wheeler he was riding, at Kattankulathur near Chennai in the early hours of Monday (September 7, 2026).</p><p>The deceased has been identified as Iraiyanbu. He was riding a motorbike when the accident occurred at the Kattankulathur junction.</p><div><p><img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/si50j1/article71437531.ece/alternates/FREE_1200/DSC_0700.JPG"" data-original=""https://th-i.thgim.com/public/incoming/si50j1/article71437531.ece/alternates/FREE_1200/DSC_0700.JPG"" alt=""Rajapalayam MLA and Minister K. Jagadeshwari"" title=""Rajapalayam MLA and Minister K. Jagadeshwari"" width=""100%"" height=""100%""></p><p>

                            Rajapalayam MLA and Minister K. Jagadeshwari
                                                            | Photo Credit: 
                                B. Jothi Ramalingam
                                                    </p></div><p>The Minister, who holds the Social Welfare and Women Empowerment portfolio and hails from Virudhunagar, was on her way to Chennai to attend the Assembly session. She was travelling in a government vehicle, followed by an escort vehicle and her personal car. The Minister’s personal car allegedly hit the two-wheeler, killing the youth on the spot.</p><p>The Maraimalai Nagar Traffic Investigation Wing police seized the car and launched an investigation. The vehicle is registered in the name of Minister Jagadeshwari, said police sources.</p><h4>Driver arrested</h4><p>The police arrested Chinna Agni of Madurai, who was driving Ms. Jagadeshwari’s car at the time of the accident.</p><p>A case has been registered under Sections 281 and 106(1) of the Bharatiya Nyaya Sanhita (BNS) for rash and negligent driving and causing death by negligence, respectively.</p></div><p> Published <span>- September 07, 2026 10:56 am IST</span></p></div></div>",,"IN","A youth was killed when Tamil Nadu Minister Jegadeeswari’s car collided with his two-wheeler near Chennai.",,,,"https://news.google.com/rss/articles/CBMi6wFBVV95cUxQRkVMSmhGRW5UWkxQNlhwZkFfbUcyTHZqNnNxREF0TzZrbFR3WXVYQ2hia3U3Mlc4dXVVMDRZN3VQaENZY1hXWVNWeUFYd1VmeFlxSEFjUzFtUnpyUVRBSXdEVmdBTEc5QjBRczFYaHRoLXR5VjN1Vm5FYlNXeTlsZE1tYjFpUkpmSE1TS05ENnVVMmtwUUN2VWV3Y3RFY0hHU1lKRUx5Y3A5OUJGVmItc1FfaE0wOHpwM3VvR2JrR0g5UllwRGZJN2JLSExnbE9DV1AwNFA4TWxJeF9BczVfX1FZNHVHdzNYY1NN0gHyAUFVX3lxTFBvV25HTkFEdEhjTDV3c3RmRXdkWjdWdjdxSUdwSm40aldtRlB3Qld5cTVKdy1rZGZDdDBsWWxBMThKNkpPMldPNVpLVnoyUHc5YUwyXzdRZkc2V0JTcWJaWFJBTXhPRWNYQk5kUXc1QmctTUZPYmlzUlVlWFRoU1hHTFhNdmROQTMwRW50M2p1QU9ndU1SM0xVUjdDLVFIX244YVVsZ2wxZmNQYXpVTXdrUW5UbjFOYk5zNnJxMzl4Sk5uSzlzTmJuSEt1dEExd3RLOGFSejVtTlpDYlo4T3RmNmZKZ3d1ZjlWZDN5OGVJN3BB?oc=5","CBMi6wFBVV95cUxQRkVMSmhGRW5UWkxQNlhwZkFfbUcyTHZqNnNxREF0TzZrbFR3WXVYQ2hia3U3Mlc4dXVVMDRZN3VQaENZY1hXWVNWeUFYd1VmeFlxSEFjUzFtUnpyUVRBSXdEVmdBTEc5QjBRczFYaHRoLXR5VjN1Vm5FYlNXeTlsZE1tYjFpUkpmSE1TS05ENnVVMmtwUUN2VWV3Y3RFY0hHU1lKRUx5Y3A5OUJGVmItc1FfaE0wOHpwM3VvR2JrR0g5UllwRGZJN2JLSExnbE9DV1AwNFA4TWxJeF9BczVfX1FZNHVHdzNYY1NN0gHyAUFVX3lxTFBvV25HTkFEdEhjTDV3c3RmRXdkWjdWdjdxSUdwSm40aldtRlB3Qld5cTVKdy1rZGZDdDBsWWxBMThKNkpPMldPNVpLVnoyUHc5YUwyXzdRZkc2V0JTcWJaWFJBTXhPRWNYQk5kUXc1QmctTUZPYmlzUlVlWFRoU1hHTFhNdmROQTMwRW50M2p1QU9ndU1SM0xVUjdDLVFIX244YVVsZ2wxZmNQYXpVTXdrUW5UbjFOYk5zNnJxMzl4Sk5uSzlzTmJuSEt1dEExd3RLOGFSejVtTlpDYlo4T3RmNmZKZ3d1ZjlWZDN5OGVJN3BB","https://th-i.thgim.com/public/news/national/tamil-nadu/o8dhbf/article71437516.ece/alternates/LANDSCAPE_1200/WhatsApp%20Image%202026-09-07%20at%2010.18.26.jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,"en","2026-09-07T07:00:00.000Z","Mon, 07 Sep 2026 07:00:00 GMT","1788764400000","thehindu.com","thehindu.com","https://www.thehindu.com/news/national/tamil-nadu/youth-killed-in-accident-involving-tamil-nadu-minister-jagadeshwaris-car-near-chennai/article71437382.ece","news-article","2026-09-24T17:20:53.460Z","Tamil Nadu","road accident Chennai Tamil Nadu","query","https://news.google.com/rss/search?q=road%20accident%20Chennai%20Tamil%20Nadu&hl=en-IN&gl=IN&ceid=IN:en","Youth killed in accident involving Tamil Nadu Minister Jagadeshwari’s car near Chennai","209"
"Online Desk","CHENNAI: A school bus carrying 10 students collided with an oncoming truck on the Chennai-Bengaluru National Highway near Ambur on Saturday morning (September 19), leaving five students injured..According to a Daily Thanthi report, onlookers and people in the area rushed to the aid of the injured students and took them to a nearby hospital..Public protestSoon after the incident, locals blocked the road in protest, alleging that the lack of a flyover on the Chennai-Bengaluru National Highway was causing frequent accidents. The protest caused a traffic disruption in the area for some time.Police are investigating the accident..Another recent road accident on an NHIn a recent incident, 12 people were injured in a series of accidents involving multiple vehicles on the Chennai-Tiruchy National Highway near Acharapakkam in Chengalpattu district on Monday (August 17) morning.Police said more than 25 members of the Viduthalai Chiruthaigal Katchi (VCK) from Broadway in Chennai were travelling in vans and other vehicles to attend a party conference scheduled to be held in Ulundurpet.When they were nearing Acharapakkam, a vehicle travelling ahead suddenly applied the brakes. Three vehicles following it reportedly collided one after another, resulting in a chain of accidents.On receiving information, Acharapakkam police rescued 12 injured persons and took them to Acharapakkam Government Hospital, where they received first aid. They were later shifted to Madurantakam Government Hospital.","true",,,"IN","A school bus carrying 10 students collided with an oncoming truck on the Chennai-Bengaluru National Highway near Ambur on Saturday morning (September 19), leaving five students injured.",,,,"https://news.google.com/rss/articles/CBMisgFBVV95cUxQeVdRdjhBUlZSV0s0RmlOZEFjZ1ZOYWRzekRNVTd3c0dKN1JrYkRqWVZiUlJJYTVTc21WZDNiYXRlRHFnaUZsd1phMUdFNW1IZjVPZ0NUMzhCYTVUSUw0UmZJR1NhWXoxeFJxV1kzRU5zQmFkQ2VYTjBZZ0ZRV0t1MXBPdGtEdnA0b05rNnlpOGFVOXhRTG5WRllGY3JNUkx1RzB2OXZOelQydFAyQk5XWnJR0gG_AUFVX3lxTE9ESzZVS29rT3BpYlJzZjZKUmhmMFI0b2F3eUNaOWdmSDBoLWRQZ09CZlFtQlpidTJSRy1DUkpxSm0yR29kYktQbGl0WWtUamRKdnBQMzl6NjR1dGJVZzZ2WmNIQ3RvZHdoSDY5cnpSRG9QUjJXVUtZNUpqTElmeFNQN2Z4ZlpVd1p5dEZ3ampRQVozNHVuZjRkSmxzZTByaXN5Y3NjaWlOQUlxejZnWHB0SFpuSGNHS1pjVG1ocVU0?oc=5","CBMisgFBVV95cUxQeVdRdjhBUlZSV0s0RmlOZEFjZ1ZOYWRzekRNVTd3c0dKN1JrYkRqWVZiUlJJYTVTc21WZDNiYXRlRHFnaUZsd1phMUdFNW1IZjVPZ0NUMzhCYTVUSUw0UmZJR1NhWXoxeFJxV1kzRU5zQmFkQ2VYTjBZZ0ZRV0t1MXBPdGtEdnA0b05rNnlpOGFVOXhRTG5WRllGY3JNUkx1RzB2OXZOelQydFAyQk5XWnJR0gG_AUFVX3lxTE9ESzZVS29rT3BpYlJzZjZKUmhmMFI0b2F3eUNaOWdmSDBoLWRQZ09CZlFtQlpidTJSRy1DUkpxSm0yR29kYktQbGl0WWtUamRKdnBQMzl6NjR1dGJVZzZ2WmNIQ3RvZHdoSDY5cnpSRG9QUjJXVUtZNUpqTElmeFNQN2Z4ZlpVd1p5dEZ3ampRQVozNHVuZjRkSmxzZTByaXN5Y3NjaWlOQUlxejZnWHB0SFpuSGNHS1pjVG1ocVU0","https://media.assettype.com/dt-next%2F2026-09-19%2Fe6kxnrez%2F1-9.jpg?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100","School bus","Accident","Injuries",,,,,,,,,,,,,,,,,,,,,,,,"en","2026-09-19T09:17:46.000Z","Sat, 19 Sep 2026 09:17:46 GMT","1789809466000","DT Next","dtnext.in","https://www.dtnext.in/news/tamilnadu/tamil-nadu-truck-hits-school-bus-on-chennai-bengaluru-nh-5-students-injured","news-article","2026-09-24T17:20:55.493Z","Tamil Nadu","road accident Chennai Tamil Nadu","query","https://news.google.com/rss/search?q=road%20accident%20Chennai%20Tamil%20Nadu&hl=en-IN&gl=IN&ceid=IN:en","Tamil Nadu: Truck hits school bus on Chennai-Bengaluru NH, 5 students injured","220"
"Express News Service","A 26-year-old man, identified as Iraiyanbu, was killed in a road accident after the two-wheeler he was riding collided with a car belonging to Tamil Nadu minister Jagadeeswari in Kattankulathur near Chennai.Jagadeeshwari is the Minister for Social Welfare and Women Empowerment. According to reports, the minister’s vehicle was heading towards Chennai when the accident occurred. Iraiyanbu, who was riding the two-wheeler, sustained severe injuries in the collision and died at the scene.The car driver has been arrested. Senior police sources said the minister was not in the car at the time of the accident. The personal vehicle was travelling along with the minister’s convoy, which was heading towards Chennai as Jagadeeswari was scheduled to attend the Legislative Assembly.The car was registered in the minister’s name. Police arrested its 28-year-old driver, Chinna Agni, a resident of Madurai.The Maraimalai Nagar Traffic Investigation Wing police seized the car and registered a case against Agni under Sections 281 (rash and negligent driving) and 106(1) (causing death by negligence) of the Bharatiya Nyaya Sanhita (BNS). Further investigation is under way..Follow The New Indian Express channel on WhatsApp Download the TNIE app to stay with us and follow the latest","true",,,"IN","Senior police sources said the minister was not in the car at the time of the accident.",,,,"https://news.google.com/rss/articles/CBMi8AFBVV95cUxNZjJGSG13OGxCeXBnMXNpaXRLNFVCeVBtWE9uanI5dEJDa3dDMmJPYm12cGVBSmhrRmRHeWF1VzRyQjdRNFJQSTNSTndWUGJybDJmT1ExeVl0VHNwY29OdzJPSlBFT2ZFSlRLRG5tNWpmRDhtYzJQVXctWExsenB2Z0NRWHg5SU4zeHBXSzZRdTR5d1dxRGlCZkVJclk4b3EzQk01bTIyYnh3Y2RsYVAxMDFjZ1g4MDVLY0JQbFlLSHJ3dHB1bWpTT0JFbHh0YnB6UzJuMUx4RHI0Y2RBNndWbV9JZldPQVBiaVdyNi16ZmbSAf4BQVVfeXFMUFZqaWZCRVJFYXRWWTFyVldpZVd3bklMTmNmVVhpa0dXc2Y0c19OM1pLVDNIdWxjaDZVUUFfM3o0ZU1jb0ZZb2xvNUpTS29lUDdtRDB1MGlGUGY2alZtWWxXTzhBY2hnTWc5eExSVUpNNjFTdUJfYVFsb3hjSmZpS3pVTm83dHZQQ21tUHFHbTBTRExvd0tOSUUwbTl5R0hoYkhDRnlOOHJyUm5TeWFUMVRwSDZPeFoxRkZldVVDZF9aREx1cEVkeFBVUTd1RzhFMVZXbm1TN21KWXhOVnNFTTFmYzg3Y0Vkd1NIaFR2QmE3T3RFQnVKQ0lyY3Q5U1E?oc=5","CBMi8AFBVV95cUxNZjJGSG13OGxCeXBnMXNpaXRLNFVCeVBtWE9uanI5dEJDa3dDMmJPYm12cGVBSmhrRmRHeWF1VzRyQjdRNFJQSTNSTndWUGJybDJmT1ExeVl0VHNwY29OdzJPSlBFT2ZFSlRLRG5tNWpmRDhtYzJQVXctWExsenB2Z0NRWHg5SU4zeHBXSzZRdTR5d1dxRGlCZkVJclk4b3EzQk01bTIyYnh3Y2RsYVAxMDFjZ1g4MDVLY0JQbFlLSHJ3dHB1bWpTT0JFbHh0YnB6UzJuMUx4RHI0Y2RBNndWbV9JZldPQVBiaVdyNi16ZmbSAf4BQVVfeXFMUFZqaWZCRVJFYXRWWTFyVldpZVd3bklMTmNmVVhpa0dXc2Y0c19OM1pLVDNIdWxjaDZVUUFfM3o0ZU1jb0ZZb2xvNUpTS29lUDdtRDB1MGlGUGY2alZtWWxXTzhBY2hnTWc5eExSVUpNNjFTdUJfYVFsb3hjSmZpS3pVTm83dHZQQ21tUHFHbTBTRExvd0tOSUUwbTl5R0hoYkhDRnlOOHJyUm5TeWFUMVRwSDZPeFoxRkZldVVDZF9aREx1cEVkeFBVUTd1RzhFMVZXbm1TN21KWXhOVnNFTTFmYzg3Y0Vkd1NIaFR2QmE3T3RFQnVKQ0lyY3Q5U1E","https://cf-images.assettype.com/newindianexpress%2F2026-09-07%2Fujaaf54r%2FWhatsApp-Image-2026-09-07-at-10.30.28-AM.jpeg?rect=0%2C62%2C540%2C284&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100",,,,,,,,,,,,,,,,,,,,,,,,,,,"en","2026-09-07T07:00:00.000Z","Mon, 07 Sep 2026 07:00:00 GMT","1788764400000","The New Indian Express","newindianexpress.com","https://www.newindianexpress.com/states/tamil-nadu/2026/Sep/07/26-year-old-man-killed-in-collision-involving-tamil-nadu-minister-jagadeeswaris-car-near-chennai","news-article","2026-09-24T17:20:56.151Z","Tamil Nadu","road accident Chennai Tamil Nadu","query","https://news.google.com/rss/search?q=road%20accident%20Chennai%20Tamil%20Nadu&hl=en-IN&gl=IN&ceid=IN:en","26-year-old man killed in collision involving Tamil Nadu Minister Jagadeeswari's car near Chennai","194"
"ANI |","Updated: Sep 03, 2026 12:15 IST Perambalur (Tamil Nadu) [India], September 3 (ANI): Two people were killed on the spot, and six others sustained serious injuries in a road accident on the Chennai–Trichy National Highway near the Perambalur Four Roads flyover on Thursday morning.According to police, a private omni bus carrying passengers from Chennai to Madurai was travelling on the Chennai–Trichy National Highway. When the bus was crossing the Perambalur Four Roads flyover, it allegedly rammed into a truck travelling ahead of it.The truck was carrying cement slabs from Villupuram to Pudukkottai for use at a weighbridge.In the impact, two passengers, Pon Balthurai of Singampunari in Tirupattur district and Thirunavukkarasu of Manali in Tiruvallur district, died on the spot.On receiving information, Perambalur police rushed to the scene, recovered the bodies and sent them to the Perambalur Government Hospital for post-mortem examination.Six people, including bus driver Saravanan and a woman named Vennila from Madurai, sustained serious injuries and were admitted to the Perambalur Government Hospital for treatment.Police are questioning the truck driver, Prabhu from Villupuram, in connection with the accident.The accident caused a brief disruption to traffic on the Chennai–Trichy National Highway.Meanwhile, on Wednesday, at least five people lost their lives, and around 20 others sustained injuries after a passenger bus collided with a bulker truck ('capsule' tanker) on National Highway 39 near the Badwar stand in Madhya Pradesh.Prime Minister Narendra Modi expressed deep grief and offered condolences following a tragic mishap in Rewa, Madhya Pradesh.In a statement shared by the Prime Minister’s Office (PMO) on social media platform X, PM Modi conveyed his sympathies to the affected families.""The loss of lives due to a mishap in Rewa, Madhya Pradesh is saddening. My thoughts are with those who have lost their loved ones. Praying for the swift recovery of the injured: PM,"" the PMO India said. (ANI)","true","<div id=""readability-page-1"" class=""page""><div>

            <p><span>
                 Updated: </span><span itemprop=""dateModified"">Sep 03, 2026 12:15 </span><span> IST</span>
            </p>
            <p><a href=""https://google.com/preferences/source?q=aninews.in"" target=""_blank"">
                <img src=""https://d3lzcn6mbbadaf.cloudfront.net/static/img/ani-trusted-btn-white.png"" alt=""ani-trusted-source"">
              </a>
            </p></div><div itemprop=""articleBody"">
            <p>Perambalur (Tamil Nadu) [India], September 3 (ANI): Two people were killed on the spot, and six others sustained serious injuries in a road accident on the Chennai–Trichy National Highway near the Perambalur Four Roads flyover on Thursday morning.<br>According to police, a private omni bus carrying passengers from Chennai to Madurai was travelling on the Chennai–Trichy National Highway. When the bus was crossing the Perambalur Four Roads flyover, it allegedly rammed into a truck travelling ahead of it.<br>The truck was carrying cement slabs from Villupuram to Pudukkottai for use at a weighbridge.<br>In the impact, two passengers, Pon Balthurai of Singampunari in Tirupattur district and Thirunavukkarasu of Manali in Tiruvallur district, died on the spot.<br>On receiving information, Perambalur police rushed to the scene, recovered the bodies and sent them to the Perambalur Government Hospital for post-mortem examination.<br>Six people, including bus driver Saravanan and a woman named Vennila from Madurai, sustained serious injuries and were admitted to the Perambalur Government Hospital for treatment.<br>Police are questioning the truck driver, Prabhu from Villupuram, in connection with the accident.<br>The accident caused a brief disruption to traffic on the Chennai–Trichy National Highway.<br>Meanwhile, on Wednesday, at least five people lost their lives, and around 20 others sustained injuries after a passenger bus collided with a bulker truck ('capsule' tanker) on National Highway 39 near the Badwar stand in Madhya Pradesh.<br>Prime Minister Narendra Modi expressed deep grief and offered condolences following a tragic mishap in Rewa, Madhya Pradesh.<br>In a statement shared by the Prime Minister’s Office (PMO) on social media platform X, PM Modi conveyed his sympathies to the affected families.""The loss of lives due to a mishap in Rewa, Madhya Pradesh is saddening. My thoughts are with those who have lost their loved ones. Praying for the swift recovery of the injured: PM,"" the PMO India said. (ANI)</p>
        </div></div>",,"IN","Two people were killed on the spot, and six others sustained serious injuries in a road accident on the Chennai–Trichy National Highway near the Perambalur Four Roads flyover on Thursday morning.",,"India",,"https://news.google.com/rss/articles/CBMi1gFBVV95cUxPWGJxbVlWbGhpWEM1VWFnQk93V2ZadUhzY3BqMk5GS3dTdk4xMVRTZTBKalRNQVNsejRHSFRGa3VMTFY1S2xEbDZ1cjBFRkRha3phUnE3ZWF4aDk4R25LajdIZW1yMXU4X2Y4b09Dc0ZFSlBuSlRPWnk3YzNrRUMyWTBHZVJzakhHLTc4dmpGZ215ZWFDcWs2cmszRlMyWDBJTHdyeTV5ZTlhSzAxWHN2OGlzUmNzUF9JbXczV1hpYzN5NHBiY0JtMng4bnphN0k5V1FjTzBn?oc=5","CBMi1gFBVV95cUxPWGJxbVlWbGhpWEM1VWFnQk93V2ZadUhzY3BqMk5GS3dTdk4xMVRTZTBKalRNQVNsejRHSFRGa3VMTFY1S2xEbDZ1cjBFRkRha3phUnE3ZWF4aDk4R25LajdIZW1yMXU4X2Y4b09Dc0ZFSlBuSlRPWnk3YzNrRUMyWTBHZVJzakhHLTc4dmpGZ215ZWFDcWs2cmszRlMyWDBJTHdyeTV5ZTlhSzAxWHN2OGlzUmNzUF9JbXczV1hpYzN5NHBiY0JtMng4bnphN0k5V1FjTzBn","https://d3lzcn6mbbadaf.cloudfront.net/media/details/__sized__/ANI-20260903055323-thumbnail-320x180-70.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,"en","2026-09-03T07:00:00.000Z","Thu, 03 Sep 2026 07:00:00 GMT","1788418800000","aninews.in","aninews.in","https://www.aninews.in/news/national/general-news/tamil-nadu-two-killed-six-injured-as-omni-bus-rams-into-truck-in-perambalur20260903121503","news-article","2026-09-24T17:20:58.869Z","National","road accident Chennai Tamil Nadu","query","https://news.google.com/rss/search?q=road%20accident%20Chennai%20Tamil%20Nadu&hl=en-IN&gl=IN&ceid=IN:en","Tamil Nadu: Two killed, six injured as omni bus rams into truck in Perambalur","306"
"The Times Of India","Chennai: Three people died in two separate road accidents at Cholavaram and Kundrathur areas in the city on Tuesday night.In the first accident near Cholavaram, Lokesh, 24, a car driver from Erumaivettipalayam, was riding a motorcycle with his relative Lokeshwari, 17, a nursing student, towards Tambaram on the Minjur-Vandalur bypass road. The motorcycle developed a problem near Medur roundabout, when a car hit it from behind. Both fell and sustained injuries. Lokeshwari died at Padiyanallur Government Primary Health Centre, while Lokesh was taken to Government Stanley Hospital, where he was declared dead on arrival. Police are searching for the car driver, who fled the scene.In another accident, Gunasekaran, 50, a tailor from Kundrathur, was returning home on the Kundrathur-Nellikuppam Road after closing shop, when a truck hit his motorcycle head on. He fell and was run over by the truck, dying at the spot.You Can Also Check: Gold Rate in Chennai | Silver Rate in Chennai | Bank Holidays in Chennai | Public Holidays in Chennai | Chennai AQI | Weather in Chennai | Petrol Price in Chennai | Diesel Price in Chennai | CNG Price in Chennai | LPG Price in ChennaiStay updated with the latest Chennai news. Download the TOI App.","true",,,"IN","Chennai police probe three fatalities in two road accidents at Cholavaram and Kundrathur; car hit a motorcycle from behind and truck struck another head-on.",,,,"https://news.google.com/rss/articles/CBMi2AFBVV95cUxNa2x2eVhzNkF4Y3RkS1Y3X01TUHRyM2FHalhlWkpSVWJVYjVKbG1VZEhZalkwaFkwel9nQjJDZXljUWNRR1diQkVvZEpLUkdmUTVJYWFRS2l3THpnTkxPcHU3V0hKWXhGbnN3cU91cllUb29OY3VSdFd3LXBDcG1XV0V4aFBPU2RnS0lxTUNVMkU3VUFTNFhIeV9Eamtta0RDR1pFeklENjdOSE8zZE1ZTVg0WTBiR09vU2w1WEZ6UjduWnNKSjZoaldfdXRQNGh6Y2pVdW1Va2vSAd4BQVVfeXFMUHI4OGhQSmVabFg0VW12cDZ1aVdpUmdzV3hQNGFfbjlZSnF0U2xvak9OTl95dFVETXBJQ3I0R0dFVjNRa0hhaFJLdi1ySDAxQW9DcWc4elZoTHFvbFI0QXRmakdzNDBfMFZHbU43TjVPNmpwOGhST1UtYTZzbTVHM21SelZXdExVRW5veWtLODdJYzA2NnJXLVFIaDM0aVVjZExCTXA5Rmh4VUJxVWJkaGF6S193NjhhSnZWSDE0VW05LUJJOHd2RVBoc1VvZl9iQlhUMGJBVldyUHVJRmFB?oc=5","CBMi2AFBVV95cUxNa2x2eVhzNkF4Y3RkS1Y3X01TUHRyM2FHalhlWkpSVWJVYjVKbG1VZEhZalkwaFkwel9nQjJDZXljUWNRR1diQkVvZEpLUkdmUTVJYWFRS2l3THpnTkxPcHU3V0hKWXhGbnN3cU91cllUb29OY3VSdFd3LXBDcG1XV0V4aFBPU2RnS0lxTUNVMkU3VUFTNFhIeV9Eamtta0RDR1pFeklENjdOSE8zZE1ZTVg0WTBiR09vU2w1WEZ6UjduWnNKSjZoaldfdXRQNGh6Y2pVdW1Va2vSAd4BQVVfeXFMUHI4OGhQSmVabFg0VW12cDZ1aVdpUmdzV3hQNGFfbjlZSnF0U2xvak9OTl95dFVETXBJQ3I0R0dFVjNRa0hhaFJLdi1ySDAxQW9DcWc4elZoTHFvbFI0QXRmakdzNDBfMFZHbU43TjVPNmpwOGhST1UtYTZzbTVHM21SelZXdExVRW5veWtLODdJYzA2NnJXLVFIaDM0aVVjZExCTXA5Rmh4VUJxVWJkaGF6S193NjhhSnZWSDE0VW05LUJJOHd2RVBoc1VvZl9iQlhUMGJBVldyUHVJRmFB","https://static.toiimg.com/thumb/resizemode-72,width-1280,height-720,msid-133982328/133982328.jpg","Chennai","Chennai Police","Cholavaram","Kundrathur","road accidents","fatal road accidents","motorcycle accident","hit-and-run","Minjur-Vandalur bypass road","Medur roundabout","Tambaram","Erumaivettipalayam","Padiyanallur Government Primary Health Centre","Government Stanley Hospital","Kundrathur-Nellikuppam Road","Lokesh","Lokeshwari","Gunasekaran","nursing student death","car hit motorcycle from behind","truck hit motorcycle head on","police search for car driver",,,,,"en","2026-09-10T07:00:00.000Z","Thu, 10 Sep 2026 07:00:00 GMT","1789023600000","The Times of India","timesofindia.indiatimes.com","https://timesofindia.indiatimes.com/city/chennai/chennai-police-investigate-three-deaths-in-separate-road-accidents/articleshow/133982331.cms","news-article","2026-09-24T17:21:06.747Z",,"road accident Chennai Tamil Nadu","query","https://news.google.com/rss/search?q=road%20accident%20Chennai%20Tamil%20Nadu&hl=en-IN&gl=IN&ceid=IN:en","Chennai police investigate three deaths in separate road accidents","203"
